rec_index,hist_index,match_type,distance,depth_15,depth_22,growth,ai_conf
3203,591.0,MATCHED,41770.39,17.0,19.0,2.0,0.8913999795913696
3204,,NEW,41770.87,,26.0,,0.0
3205,,NEW,41771.23,,23.0,,0.0
3206,,NEW,41771.73,,15.0,,0.0
3207,2215.0,MATCHED,41772.36,45.0,42.0,-3.0,0.9424999952316284
3208,1680.0,MATCHED,41772.69,10.0,11.0,1.0,0.8797000050544739
3209,,NEW,41772.93,,15.0,,0.0
3210,,NEW,41773.17,,21.0,,0.0
3211,1325.0,MATCHED,41773.28,44.0,46.0,2.0,0.9976000189781189
3212,,NEW,41773.48,,17.0,,0.0
3213,,NEW,41773.66,,32.0,,0.0
3214,,NEW,41773.98,,42.0,,0.0
3218,2398.0,MATCHED,41775.36,12.0,14.0,2.0,0.9677000045776367
3219,,NEW,41776.23,,22.0,,0.0
3220,1432.0,MATCHED,41776.41,13.0,16.0,3.0,0.9552000164985657
3221,,NEW,41777.21,,13.0,,0.0
3222,2640.0,MATCHED,41785.75,13.0,15.0,2.0,0.9225999712944031
3223,,NEW,41785.84,,21.0,,0.0
3224,,NEW,41786.09,,21.0,,0.0
3225,2652.0,MATCHED,41786.91,19.0,20.0,1.0,0.9779999852180481
3227,1038.0,MATCHED,41787.58,23.0,24.0,1.0,0.8876000046730042
3228,,NEW,41787.8,,20.0,,0.0
3229,,NEW,41787.94,,18.0,,0.0
3230,,NEW,41796.72,,53.0,,0.0
3231,1074.0,MATCHED,41797.0,48.0,45.0,-3.0,0.8557999730110168
3232,,NEW,41797.96,,64.0,,0.0
3233,2987.0,MATCHED,41798.07,60.0,52.0,-8.0,0.9448000192642212
3234,2872.0,MATCHED,41798.93,39.0,34.0,-5.0,0.9641000032424927
3235,,NEW,41799.52,,29.0,,0.0
3236,,NEW,41800.88,,28.0,,0.0
3237,3019.0,MATCHED,41801.45,24.0,27.0,3.0,0.9296000003814697
3238,,NEW,41801.87,,22.0,,0.0
3239,,NEW,41801.94,,12.0,,0.0
3240,,NEW,41802.15,,16.0,,0.0
3241,,NEW,41802.22,,19.0,,0.0
3242,2417.0,MATCHED,41802.91,15.0,17.0,2.0,0.9760000109672546
3243,,NEW,41803.25,,16.0,,0.0
3244,,NEW,41803.5,,16.0,,0.0
3245,2628.0,MATCHED,41803.89,13.0,16.0,3.0,0.9351000189781189
3246,3072.0,MATCHED,41804.47,16.0,16.0,0.0,0.9521999955177307
3247,3196.0,MATCHED,41804.48,14.0,17.0,3.0,0.9075999855995178
3248,1912.0,MATCHED,41804.89,18.0,18.0,0.0,0.8991000056266785
3249,2216.0,MATCHED,41805.03,11.0,14.0,3.0,0.8288000226020813
3250,,NEW,41805.42,,14.0,,0.0
3251,,NEW,41805.43,,31.0,,0.0
3252,2268.0,MATCHED,41806.71,17.0,18.0,1.0,0.9132000207901001
3253,2599.0,MATCHED,41807.02,12.0,15.0,3.0,0.840499997138977
3254,2395.0,MATCHED,41807.46,15.0,17.0,2.0,0.9605000019073486
3255,2241.0,MATCHED,41807.56,23.0,24.0,1.0,0.9082000255584717
3256,513.0,MATCHED,41808.0,16.0,17.0,1.0,0.9318000078201294
3257,,NEW,41808.19,,27.0,,0.0
3258,,NEW,41808.68,,19.0,,0.0
3259,,NEW,41808.99,,13.0,,0.0
3260,2339.0,MATCHED,41809.7,10.0,12.0,2.0,0.8910999894142151
3261,302.0,MATCHED,41809.94,13.0,15.0,2.0,0.8607000112533569
3262,,NEW,41810.49,,18.0,,0.0
3263,,NEW,41810.79,,13.0,,0.0
3264,,NEW,41811.46,,14.0,,0.0
3265,2043.0,MATCHED,41811.9,14.0,17.0,3.0,0.8816999793052673
3266,,NEW,41812.2,,15.0,,0.0
3267,,NEW,41813.01,,39.0,,0.0
3268,,NEW,41813.14,,16.0,,0.0
3269,2643.0,MATCHED,41813.19,16.0,18.0,2.0,0.9118000268936157
3270,,NEW,41813.64,,22.0,,0.0
3271,,NEW,41814.65,,23.0,,0.0
3272,552.0,MATCHED,41814.8,19.0,22.0,3.0,0.8729000091552734
3273,2202.0,MATCHED,41815.61,17.0,19.0,2.0,0.8246999979019165
3274,,NEW,41816.12,,22.0,,0.0
3275,2623.0,MATCHED,41817.6,15.0,17.0,2.0,0.9441999793052673
3276,,NEW,41817.96,,26.0,,0.0
3277,,NEW,41818.39,,50.0,,0.0
3278,2625.0,MATCHED,41818.62,28.0,28.0,0.0,0.9581999778747559
3279,2048.0,MATCHED,41818.65,16.0,21.0,5.0,0.8216000199317932
3280,2630.0,MATCHED,41819.09,24.0,24.0,0.0,0.9569000005722046
3281,1992.0,MATCHED,41819.46,19.0,21.0,2.0,0.9172000288963318
3282,2393.0,MATCHED,41819.96,30.0,29.0,-1.0,0.9467999935150146
3283,,NEW,41819.98,,13.0,,0.0
3284,,NEW,41820.65,,50.0,,0.0
3285,1966.0,MATCHED,41820.65,24.0,23.0,-1.0,0.9473000168800354
3286,1416.0,MATCHED,41820.85,14.0,16.0,2.0,0.9196000099182129
3287,,NEW,41821.23,,29.0,,0.0
3288,3058.0,MATCHED,41821.35,21.0,23.0,2.0,0.8956999778747559
3289,3034.0,MATCHED,41821.79,32.0,30.0,-2.0,0.8880000114440918
3290,,NEW,41822.57,,16.0,,0.0
3291,2396.0,MATCHED,41823.39,26.0,26.0,0.0,0.9909999966621399
3293,,NEW,41831.84,,15.0,,0.0
3294,,NEW,41833.62,,17.0,,0.0
3295,1582.0,MATCHED,41834.06,15.0,16.0,1.0,0.9333000183105469
3296,3316.0,MATCHED,41834.11,22.0,23.0,1.0,0.8618999719619751
3297,1584.0,MATCHED,41835.04,13.0,15.0,2.0,0.9021999835968018
3298,1676.0,MATCHED,41835.14,17.0,19.0,2.0,0.819100022315979
3299,1594.0,MATCHED,41835.67,14.0,15.0,1.0,0.9710999727249146
3300,2944.0,MATCHED,41836.5,14.0,15.0,1.0,0.9700000286102295
3301,,NEW,41837.91,,11.0,,0.0
3302,,NEW,41838.25,,22.0,,0.0
3303,1650.0,MATCHED,41838.86,35.0,28.0,-7.0,0.941100001335144
3304,1999.0,MATCHED,41838.88,31.0,32.0,1.0,0.921500027179718
3305,3168.0,MATCHED,41839.04,23.0,22.0,-1.0,0.9790999889373779
3306,,NEW,41839.95,,19.0,,0.0
3308,927.0,MATCHED,41842.52,27.0,30.0,3.0,0.9643999934196472
3309,,NEW,41843.45,,19.0,,0.0
3310,,NEW,41844.08,,27.0,,0.0
3311,3595.0,MATCHED,41851.24,11.0,14.0,3.0,0.8519999980926514
3315,,NEW,41864.61,,35.0,,0.0
3316,,NEW,41866.13,,36.0,,0.0
3317,,NEW,41866.66,,21.0,,0.0
3318,,NEW,41866.78,,14.0,,0.0
3319,,NEW,41867.12,,15.0,,0.0
3320,,NEW,41867.77,,18.0,,0.0
3321,979.0,MATCHED,41867.84,54.0,56.0,2.0,0.9648000001907349
3325,,NEW,41868.36,,12.0,,0.0
3326,797.0,MATCHED,41868.38,18.0,19.0,1.0,0.9596999883651733
3327,1759.0,MATCHED,41868.63,31.0,30.0,-1.0,0.9860000014305115
3328,2749.0,MATCHED,41868.77,19.0,22.0,3.0,0.9143000245094299
3329,3530.0,MATCHED,41869.29,23.0,23.0,0.0,0.8084999918937683
3331,2089.0,MATCHED,41870.34,16.0,19.0,3.0,0.8522999882698059
3332,3529.0,MATCHED,41897.19,28.0,30.0,2.0,0.9467999935150146
3334,,NEW,41901.8,,21.0,,0.0
3335,,NEW,41902.2,,21.0,,0.0
3337,,NEW,41908.84,,23.0,,0.0
3338,,NEW,41909.61,,26.0,,0.0
3339,2265.0,MATCHED,41910.99,17.0,18.0,1.0,0.8906000256538391
3340,1978.0,MATCHED,41912.04,10.0,12.0,2.0,0.8632000088691711
3341,3477.0,MATCHED,41912.48,13.0,16.0,3.0,0.8985000252723694
3342,,NEW,41913.74,,13.0,,0.0
3343,,NEW,41914.23,,13.0,,0.0
3344,2359.0,MATCHED,41914.3,10.0,13.0,3.0,0.8690000176429749
3345,,NEW,41915.31,,17.0,,0.0
3346,2684.0,MATCHED,41916.55,14.0,16.0,2.0,0.9228000044822693
3347,2310.0,MATCHED,41923.28,13.0,17.0,4.0,0.8949000239372253
3348,2333.0,MATCHED,41923.63,10.0,12.0,2.0,0.8489000201225281
3349,,NEW,41924.11,,15.0,,0.0
3350,2821.0,MATCHED,41924.16,19.0,20.0,1.0,0.8837000131607056
3351,,NEW,41924.28,,17.0,,0.0
3352,3398.0,MATCHED,41925.88,12.0,15.0,3.0,0.8966000080108643
3353,2448.0,MATCHED,41925.91,11.0,12.0,1.0,0.9193999767303467
3354,,NEW,41925.96,,15.0,,0.0
3355,,NEW,41929.47,,17.0,,0.0
3356,,NEW,41930.18,,15.0,,0.0
3357,,NEW,41934.86,,16.0,,0.0
3358,,NEW,41935.7,,17.0,,0.0
3359,,NEW,41936.8,,23.0,,0.0
3360,2306.0,MATCHED,41940.88,11.0,13.0,2.0,0.8873000144958496
3361,,NEW,41941.79,,12.0,,0.0
3362,,NEW,41947.22,,14.0,,0.0
3363,,NEW,41947.47,,12.0,,0.0
3364,2466.0,MATCHED,41947.49,11.0,11.0,0.0,0.8783000111579895
3365,634.0,MATCHED,41947.53,12.0,15.0,3.0,0.9266999959945679
3366,,NEW,41948.2,,20.0,,0.0
3367,,NEW,41948.24,,14.0,,0.0
3369,,NEW,41948.75,,20.0,,0.0
3370,,NEW,41966.41,,11.0,,0.0
3372,,NEW,42027.43,,14.0,,0.0
3373,2196.0,MATCHED,42027.55,16.0,18.0,2.0,0.8920999765396118
3375,,NEW,42028.77,,17.0,,0.0
3376,3021.0,MATCHED,42063.77,14.0,15.0,1.0,0.9391999840736389
3377,2349.0,MATCHED,42065.28,12.0,15.0,3.0,0.8824999928474426
3378,2050.0,MATCHED,42065.8,10.0,12.0,2.0,0.8826000094413757
3380,2981.0,MATCHED,42082.62,32.0,31.0,-1.0,0.8720999956130981
3381,1960.0,MATCHED,42082.84,28.0,27.0,-1.0,0.9397000074386597
3382,2713.0,MATCHED,42083.22,11.0,12.0,1.0,0.9476000070571899
3383,3194.0,MATCHED,42107.63,15.0,20.0,5.0,0.8456000089645386
3385,2882.0,MATCHED,42140.62,18.0,20.0,2.0,0.853600025177002
3386,939.0,MATCHED,42142.64,12.0,13.0,1.0,0.9804999828338623
3387,2900.0,MATCHED,42143.0,12.0,13.0,1.0,0.9606999754905701
3388,457.0,MATCHED,42144.01,10.0,13.0,3.0,0.9373000264167786
3389,,NEW,42144.48,,15.0,,0.0
3390,2140.0,MATCHED,42144.99,12.0,15.0,3.0,0.8682000041007996
3414,,NEW,42770.3,,12.0,,0.0
3415,,NEW,42774.93,,12.0,,0.0
3416,,NEW,42776.69,,12.0,,0.0
3418,583.0,MATCHED,42803.54,13.0,15.0,2.0,0.86080002784729
3420,,NEW,42814.46,,14.0,,0.0
3421,,NEW,42823.2,,13.0,,0.0
3422,,NEW,42830.29,,13.0,,0.0
3429,,NEW,43052.06,,16.0,,0.0
3438,1184.0,MATCHED,43271.6,35.0,36.0,1.0,0.9696000218391418
3441,,NEW,43280.11,,14.0,,0.0
3442,,NEW,43304.49,,17.0,,0.0
3443,,NEW,43307.8,,13.0,,0.0
3444,,NEW,43309.12,,12.0,,0.0
3445,,NEW,43313.06,,12.0,,0.0
3451,1994.0,MATCHED,43392.33,10.0,12.0,2.0,0.8737999796867371
3452,2769.0,MATCHED,43392.43,10.0,10.0,0.0,0.9117000102996826
3453,,NEW,43393.27,,12.0,,0.0
3454,468.0,MATCHED,43394.19,11.0,12.0,1.0,0.8950999975204468
3455,2439.0,MATCHED,43394.79,10.0,12.0,2.0,0.8691999912261963
3469,2849.0,MATCHED,43686.09,20.0,22.0,2.0,0.8066999912261963
3471,,NEW,43695.35,,11.0,,0.0
3472,,NEW,43708.59,,19.0,,0.0
3473,,NEW,43711.73,,12.0,,0.0
3474,,NEW,43712.48,,11.0,,0.0
3475,729.0,MATCHED,43719.08,13.0,15.0,2.0,0.8665000200271606
3476,2280.0,MATCHED,43721.36,11.0,13.0,2.0,0.9142000079154968
3478,1632.0,MATCHED,43766.37,11.0,13.0,2.0,0.8497999906539917
3479,1236.0,MATCHED,43766.38,18.0,19.0,1.0,0.9330999851226807
3481,2530.0,MATCHED,43768.09,29.0,26.0,-3.0,0.8751000165939331
3483,2107.0,MATCHED,43810.24,15.0,17.0,2.0,0.9174000024795532
3484,1027.0,MATCHED,43810.66,10.0,13.0,3.0,0.9169999957084656
3485,1776.0,MATCHED,43811.56,13.0,16.0,3.0,0.8960999846458435
3486,679.0,MATCHED,43812.18,13.0,16.0,3.0,0.9093999862670898
3487,2932.0,MATCHED,43812.8,14.0,16.0,2.0,0.9355000257492065
3488,1222.0,MATCHED,43813.43,12.0,13.0,1.0,0.9610999822616577
3489,2844.0,MATCHED,43813.85,11.0,13.0,2.0,0.9472000002861023
3490,2670.0,MATCHED,43814.66,11.0,12.0,1.0,0.9642999768257141
3491,1666.0,MATCHED,43815.47,16.0,18.0,2.0,0.8525000214576721
3492,2838.0,MATCHED,43816.31,14.0,17.0,3.0,0.8511000275611877
3493,1590.0,MATCHED,43817.06,17.0,19.0,2.0,0.9009000062942505
3494,1588.0,MATCHED,43817.48,13.0,16.0,3.0,0.8902000188827515
3495,2848.0,MATCHED,43818.2,20.0,22.0,2.0,0.958299994468689
3496,590.0,MATCHED,43818.52,21.0,25.0,4.0,0.8240000009536743
3497,,NEW,43826.41,,14.0,,0.0
3498,2723.0,MATCHED,43834.18,17.0,19.0,2.0,0.9176999926567078
3499,,NEW,43835.02,,14.0,,0.0
3500,2312.0,MATCHED,43835.52,18.0,22.0,4.0,0.8223999738693237
3502,2277.0,MATCHED,43836.11,13.0,15.0,2.0,0.840499997138977
3503,3065.0,MATCHED,43836.78,18.0,19.0,1.0,0.9495000243186951
3504,,NEW,43836.92,,12.0,,0.0
3505,2064.0,MATCHED,43837.43,32.0,29.0,-3.0,0.9555000066757202
3506,588.0,MATCHED,43837.47,46.0,54.0,8.0,0.9842000007629395
3507,885.0,MATCHED,43837.78,31.0,33.0,2.0,0.9710000157356262
3508,2592.0,MATCHED,43837.94,16.0,17.0,1.0,0.907800018787384
3509,2729.0,MATCHED,43838.77,15.0,17.0,2.0,0.9214000105857849
3510,1753.0,MATCHED,43846.11,19.0,21.0,2.0,0.8493000268936157
3511,1272.0,MATCHED,43846.42,57.0,65.0,8.0,0.9835000038146973
3513,,NEW,43847.55,,24.0,,0.0
3514,,NEW,43847.65,,13.0,,0.0
3515,1989.0,MATCHED,43848.41,14.0,16.0,2.0,0.942799985408783
3516,1353.0,MATCHED,43849.1,48.0,49.0,1.0,0.9707000255584717
3517,,NEW,43849.99,,25.0,,0.0
3518,2177.0,MATCHED,43850.14,21.0,23.0,2.0,0.8046000003814697
3519,1528.0,MATCHED,43850.77,32.0,29.0,-3.0,0.8100000023841858
3520,2536.0,MATCHED,43851.16,29.0,30.0,1.0,0.8914999961853027
3521,1679.0,MATCHED,43851.6,25.0,24.0,-1.0,0.8748999834060669
3522,3045.0,MATCHED,43852.01,21.0,22.0,1.0,0.8813999891281128
3523,1633.0,MATCHED,43852.41,12.0,13.0,1.0,0.953499972820282
3524,2464.0,MATCHED,43852.81,23.0,26.0,3.0,0.9082000255584717
3525,,NEW,43853.13,,22.0,,0.0
3526,,NEW,43856.06,,19.0,,0.0
3527,2938.0,MATCHED,43856.81,34.0,31.0,-3.0,0.9387000203132629
3528,3009.0,MATCHED,43857.44,15.0,18.0,3.0,0.830299973487854
3529,876.0,MATCHED,43858.3,32.0,32.0,0.0,0.9210000038146973
3532,1824.0,MATCHED,43915.63,25.0,28.0,3.0,0.9078999757766724
3540,,NEW,44074.92,,20.0,,0.0
3541,,NEW,44075.04,,12.0,,0.0
3543,844.0,MATCHED,44076.91,25.0,25.0,0.0,0.9341999888420105
3544,,NEW,44078.06,,11.0,,0.0
3545,,NEW,44078.8,,10.0,,0.0
3546,,NEW,44084.54,,10.0,,0.0
3547,,NEW,44089.56,,15.0,,0.0
3548,1583.0,MATCHED,44090.57,15.0,16.0,1.0,0.9732000231742859
3550,2568.0,MATCHED,44091.64,40.0,37.0,-3.0,0.9700999855995178
3551,,NEW,44091.82,,37.0,,0.0
3552,3026.0,MATCHED,44092.22,47.0,40.0,-7.0,0.9413999915122986
3553,2546.0,MATCHED,44092.8,34.0,34.0,0.0,0.9248999953269958
3554,2122.0,MATCHED,44093.29,30.0,29.0,-1.0,0.9781000018119812
3555,2108.0,MATCHED,44093.78,41.0,37.0,-4.0,0.9545999765396118
3556,2572.0,MATCHED,44093.8,38.0,41.0,3.0,0.9854000210762024
3557,2945.0,MATCHED,44094.27,24.0,25.0,1.0,0.9139000177383423
3558,2711.0,MATCHED,44094.56,49.0,42.0,-7.0,0.9057999849319458
3559,2728.0,MATCHED,44094.7,35.0,35.0,0.0,0.9779000282287598
3560,1609.0,MATCHED,44095.2,22.0,23.0,1.0,0.9283000230789185
3561,2120.0,MATCHED,44095.49,34.0,34.0,0.0,0.9700000286102295
3562,2841.0,MATCHED,44095.5,30.0,32.0,2.0,0.9783999919891357
3563,2667.0,MATCHED,44096.07,24.0,25.0,1.0,0.9304999709129333
3564,1185.0,MATCHED,44096.98,40.0,39.0,-1.0,0.9945999979972839
3565,1031.0,MATCHED,44097.6,49.0,49.0,0.0,0.9975000023841858
3566,2621.0,MATCHED,44098.0,17.0,22.0,5.0,0.8586000204086304
3567,1998.0,MATCHED,44098.17,57.0,55.0,-2.0,0.9955999851226807
3568,1520.0,MATCHED,44098.25,41.0,40.0,-1.0,0.8828999996185303
3569,615.0,MATCHED,44099.12,29.0,29.0,0.0,0.9544000029563904
3571,,NEW,44099.52,,20.0,,0.0
3572,,NEW,44100.18,,21.0,,0.0
3573,968.0,MATCHED,44100.74,21.0,24.0,3.0,0.8496000170707703
3574,,NEW,44101.2,,37.0,,0.0
3575,2264.0,MATCHED,44102.17,34.0,31.0,-3.0,0.9789000153541565
3576,,NEW,44102.19,,14.0,,0.0
3577,1291.0,MATCHED,44102.58,31.0,29.0,-2.0,0.8632000088691711
3578,2444.0,MATCHED,44102.58,42.0,38.0,-4.0,0.968999981880188
3579,2622.0,MATCHED,44102.98,21.0,21.0,0.0,0.9926000237464905
3580,2461.0,MATCHED,44103.34,27.0,26.0,-1.0,0.967199981212616
3581,,NEW,44103.66,,14.0,,0.0
3582,,NEW,44103.7,,23.0,,0.0
3583,,NEW,44103.71,,28.0,,0.0
3584,2244.0,MATCHED,44103.72,22.0,24.0,2.0,0.9358000159263611
3585,2400.0,MATCHED,44104.46,26.0,27.0,1.0,0.9652000069618225
3586,2297.0,MATCHED,44104.54,38.0,34.0,-4.0,0.8798999786376953
3587,,NEW,44104.65,,22.0,,0.0
3588,,NEW,44104.88,,21.0,,0.0
3589,,NEW,44105.26,,28.0,,0.0
3590,,NEW,44105.29,,11.0,,0.0
3591,510.0,MATCHED,44105.32,29.0,30.0,1.0,0.9796000123023987
3592,1204.0,MATCHED,44105.63,29.0,31.0,2.0,0.9682999849319458
3593,1723.0,MATCHED,44105.98,33.0,32.0,-1.0,0.909500002861023
3594,2798.0,MATCHED,44106.05,34.0,32.0,-2.0,0.9467999935150146
3595,,NEW,44106.33,,31.0,,0.0
3596,2610.0,MATCHED,44106.64,37.0,36.0,-1.0,0.9883000254631042
3597,1600.0,MATCHED,44107.04,23.0,25.0,2.0,0.9534000158309937
3598,2402.0,MATCHED,44107.37,37.0,31.0,-6.0,0.9534000158309937
3599,2797.0,MATCHED,44107.56,44.0,41.0,-3.0,0.9769999980926514
3600,,NEW,44107.76,,35.0,,0.0
3602,,NEW,44108.84,,38.0,,0.0
3603,,NEW,44109.09,,17.0,,0.0
3604,612.0,MATCHED,44109.96,27.0,25.0,-2.0,0.9300000071525574
3605,,NEW,44110.27,,11.0,,0.0
3606,,NEW,44110.4,,37.0,,0.0
3607,2751.0,MATCHED,44110.81,28.0,28.0,0.0,0.9397000074386597
3608,2614.0,MATCHED,44111.14,25.0,26.0,1.0,0.980400025844574
3609,511.0,MATCHED,44111.25,29.0,30.0,1.0,0.9431999921798706
3610,3037.0,MATCHED,44111.7,26.0,28.0,2.0,0.9645000100135803
3612,,NEW,44113.12,,15.0,,0.0
3613,,NEW,44113.2,,16.0,,0.0
3614,1078.0,MATCHED,44113.76,23.0,23.0,0.0,0.832099974155426
3615,1964.0,MATCHED,44114.46,34.0,33.0,-1.0,0.9769999980926514
3616,2438.0,MATCHED,44114.51,12.0,13.0,1.0,0.8673999905586243
3617,,NEW,44114.9,,15.0,,0.0
3618,,NEW,44115.54,,17.0,,0.0
3620,,NEW,44117.54,,13.0,,0.0
3621,,NEW,44118.16,,11.0,,0.0
3622,,NEW,44118.98,,19.0,,0.0
3623,3018.0,MATCHED,44118.99,33.0,33.0,0.0,0.8396999835968018
3624,,NEW,44119.31,,10.0,,0.0
3625,,NEW,44119.7,,25.0,,0.0
3626,2862.0,MATCHED,44119.79,16.0,19.0,3.0,0.9603000283241272
3627,,NEW,44120.46,,17.0,,0.0
3628,2636.0,MATCHED,44120.57,43.0,40.0,-3.0,0.9868999719619751
3629,,NEW,44120.78,,13.0,,0.0
3630,3085.0,MATCHED,44121.56,52.0,43.0,-9.0,0.9078999757766724
3631,,NEW,44121.78,,15.0,,0.0
3632,2620.0,MATCHED,44121.83,36.0,32.0,-4.0,0.9440000057220459
3633,,NEW,44122.62,,24.0,,0.0
3634,614.0,MATCHED,44122.95,43.0,37.0,-6.0,0.9722999930381775
3635,3028.0,MATCHED,44123.47,19.0,23.0,4.0,0.8309000134468079
3636,2762.0,MATCHED,44123.91,11.0,13.0,2.0,0.9460999965667725
3637,2863.0,MATCHED,44124.75,20.0,20.0,0.0,0.9714000225067139
3638,,NEW,44125.27,,23.0,,0.0
3639,1196.0,MATCHED,44125.33,24.0,25.0,1.0,0.9891999959945679
3640,2615.0,MATCHED,44125.65,22.0,23.0,1.0,0.9635999798774719
3641,,NEW,44125.82,,24.0,,0.0
3642,2860.0,MATCHED,44126.11,11.0,15.0,4.0,0.9133999943733215
3643,,NEW,44126.42,,16.0,,0.0
3644,2883.0,MATCHED,44126.5,11.0,15.0,4.0,0.8838000297546387
3645,3611.0,MATCHED,44126.79,19.0,21.0,2.0,0.8741999864578247
3646,1020.0,MATCHED,44126.82,14.0,15.0,1.0,0.8944000005722046
3647,2597.0,MATCHED,44126.9,14.0,16.0,2.0,0.9399999976158142
3648,,NEW,44127.13,,11.0,,0.0
3649,1193.0,MATCHED,44127.17,14.0,15.0,1.0,0.8500000238418579
3650,2656.0,MATCHED,44127.46,15.0,18.0,3.0,0.9193000197410583
3651,514.0,MATCHED,44128.04,22.0,23.0,1.0,0.9965000152587891
3652,2381.0,MATCHED,44128.18,12.0,14.0,2.0,0.8974000215530396
3653,,NEW,44128.32,,14.0,,0.0
3654,2629.0,MATCHED,44128.47,22.0,25.0,3.0,0.9731000065803528
3655,2874.0,MATCHED,44128.67,14.0,17.0,3.0,0.945900022983551
3656,,NEW,44129.12,,14.0,,0.0
3657,2373.0,MATCHED,44129.18,23.0,25.0,2.0,0.9818000197410583
3658,,NEW,44129.22,,13.0,,0.0
3659,,NEW,44129.82,,12.0,,0.0
3660,,NEW,44129.94,,25.0,,0.0
3661,512.0,MATCHED,44130.88,19.0,21.0,2.0,0.9779999852180481
3662,,NEW,44131.08,,12.0,,0.0
3663,2637.0,MATCHED,44131.52,29.0,30.0,1.0,0.9825000166893005
3664,,NEW,44131.68,,20.0,,0.0
3665,,NEW,44131.96,,12.0,,0.0
3666,2619.0,MATCHED,44132.08,25.0,26.0,1.0,0.9767000079154968
3667,,NEW,44132.2,,21.0,,0.0
3668,,NEW,44132.59,,24.0,,0.0
3669,2639.0,MATCHED,44133.37,23.0,24.0,1.0,0.9941999912261963
3670,,NEW,44133.49,,21.0,,0.0
3671,,NEW,44133.7,,26.0,,0.0
3672,2646.0,MATCHED,44134.81,11.0,13.0,2.0,0.8578000068664551
3673,,NEW,44135.2,,12.0,,0.0
3674,,NEW,44135.36,,20.0,,0.0
3675,,NEW,44135.4,,36.0,,0.0
3676,,NEW,44135.87,,11.0,,0.0
3677,2293.0,MATCHED,44136.43,13.0,16.0,3.0,0.9182000160217285
3678,,NEW,44136.95,,27.0,,0.0
3679,,NEW,44137.33,,19.0,,0.0
3680,,NEW,44139.06,,19.0,,0.0
3681,2750.0,MATCHED,44139.43,18.0,20.0,2.0,0.9092000126838684
3682,303.0,MATCHED,44139.77,17.0,18.0,1.0,0.9319999814033508
3683,1063.0,MATCHED,44139.96,19.0,21.0,2.0,0.8428999781608582
3684,2362.0,MATCHED,44140.33,21.0,22.0,1.0,0.9322999715805054
3685,2384.0,MATCHED,44140.44,10.0,12.0,2.0,0.808899998664856
3686,1407.0,MATCHED,44140.64,19.0,22.0,3.0,0.8458999991416931
3687,2399.0,MATCHED,44140.85,12.0,14.0,2.0,0.8105999827384949
3688,,NEW,44140.99,,15.0,,0.0
3689,1617.0,MATCHED,44141.47,12.0,14.0,2.0,0.8406000137329102
3690,,NEW,44142.23,,13.0,,0.0
3691,2263.0,MATCHED,44142.73,38.0,35.0,-3.0,0.9800999760627747
3692,2902.0,MATCHED,44142.93,12.0,14.0,2.0,0.8240000009536743
3693,,NEW,44143.5,,14.0,,0.0
3695,,NEW,44148.01,,34.0,,0.0
3696,1438.0,MATCHED,44148.72,18.0,18.0,0.0,0.88919997215271
3697,1675.0,MATCHED,44149.0,11.0,14.0,3.0,0.850600004196167
3698,2984.0,MATCHED,44149.45,25.0,28.0,3.0,0.9660000205039978
3699,2172.0,MATCHED,44150.06,29.0,28.0,-1.0,0.8999999761581421
3700,3211.0,MATCHED,44150.47,18.0,20.0,2.0,0.9229999780654907
3701,1618.0,MATCHED,44150.69,21.0,24.0,3.0,0.8202999830245972
3702,587.0,MATCHED,44151.2,23.0,24.0,1.0,0.930899977684021
3703,2099.0,MATCHED,44151.7,21.0,23.0,2.0,0.9593999981880188
3704,635.0,MATCHED,44153.13,10.0,11.0,1.0,0.82669997215271
3705,988.0,MATCHED,44153.32,15.0,18.0,3.0,0.8140000104904175
3706,,NEW,44155.34,,21.0,,0.0
3707,,NEW,44155.35,,14.0,,0.0
3708,,NEW,44155.38,,21.0,,0.0
3709,2389.0,MATCHED,44155.41,18.0,18.0,0.0,0.9584000110626221
3710,2414.0,MATCHED,44155.43,18.0,17.0,-1.0,0.824999988079071
3711,3181.0,MATCHED,44156.17,17.0,17.0,0.0,0.9628999829292297
3713,,NEW,44156.2,,14.0,,0.0
3712,,NEW,44156.2,,13.0,,0.0
3714,3082.0,MATCHED,44156.35,20.0,23.0,3.0,0.8547999858856201
3716,,NEW,44156.85,,17.0,,0.0
3717,,NEW,44157.08,,17.0,,0.0
3718,2368.0,MATCHED,44157.2,15.0,18.0,3.0,0.9330000281333923
3719,1644.0,MATCHED,44182.02,12.0,11.0,-1.0,0.9395999908447266
3720,,NEW,44182.54,,12.0,,0.0
3721,1492.0,MATCHED,44191.79,11.0,12.0,1.0,0.9366000294685364
3722,,NEW,44192.26,,16.0,,0.0
3724,3631.0,MATCHED,44197.27,15.0,19.0,4.0,0.9465000033378601
3725,1751.0,MATCHED,44227.73,41.0,38.0,-3.0,0.9629999995231628
3727,,NEW,44228.27,,31.0,,0.0
3729,2737.0,MATCHED,44272.85,33.0,31.0,-2.0,0.9789000153541565
3730,,NEW,44273.07,,11.0,,0.0
3731,,NEW,44273.17,,34.0,,0.0
3732,,NEW,44274.12,,19.0,,0.0
3733,2714.0,MATCHED,44275.43,28.0,27.0,-1.0,0.9735999703407288
3734,557.0,MATCHED,44306.8,26.0,25.0,-1.0,0.9304999709129333
3737,,NEW,44387.12,,14.0,,0.0
