distance,clock,feature_type,depth_2022,length,width,survey_year,depth_2015,depth_2007
40165.308,11:07:00,Metal Loss,12.0,9.2,3.4,2022,,
40266.955,04:37:00,Metal Loss,14.0,2.2,2.5,2022,,
40340.377,06:23:00,Metal Loss,15.0,2.3,1.0,2022,,
40441.66,04:03:00,Metal Loss,17.0,2.8,1.0,2022,,
40512.897,01:54:00,Metal Loss,11.0,3.3,1.7,2022,,
40522.392,02:09:00,Metal Loss,13.0,3.5,1.3,2022,,
40536.155,02:25:00,Metal Loss,11.0,11.4,3.1,2022,,
40827.152,12:35:00,Metal Loss,16.0,3.9,4.1,2022,,
40827.247,03:20:00,Metal Loss,21.0,3.0,2.8,2022,,
40827.349,02:20:00,Metal Loss,18.0,3.2,2.3,2022,,
40827.356,08:09:00,Metal Loss,60.0,0.9,1.5,2022,,
40858.848,10:12:00,Metal Loss,17.0,1.5,1.9,2022,,
40859.806,10:06:00,Metal Loss,18.0,1.4,1.9,2022,,
40860.098,10:20:00,Metal Loss,19.0,2.4,4.8,2022,,
40860.138,09:33:00,Metal Loss,14.0,3.4,2.1,2022,,
40860.545,10:30:00,Metal Loss,20.0,8.6,6.8,2022,,
40861.43,01:22:00,Metal Loss,14.0,4.8,2.6,2022,,
40862.083,01:25:00,Metal Loss,14.0,1.9,1.5,2022,,
40901.453,04:29:00,Metal Loss,10.0,5.2,3.3,2022,,
40905.102,04:29:00,Metal Loss,12.0,12.4,5.3,2022,,
40911.444,04:30:00,Metal Loss,12.0,3.8,1.3,2022,,
40914.816,04:27:00,Metal Loss,12.0,4.2,3.2,2022,,
40916.463,04:24:00,Metal Loss,11.0,14.1,5.5,2022,,
40918.796,04:15:00,Metal Loss,11.0,5.3,1.7,2022,,
40920.646,08:25:00,Metal Loss,12.0,5.0,3.5,2022,,
40921.913,07:11:00,Metal Loss,21.0,1.4,2.3,2022,,
41086.273,05:58:00,Metal Loss,20.0,14.8,10.3,2022,,
41087.923,07:02:00,Metal Loss,15.0,8.6,2.6,2022,,
41088.556,04:34:00,Metal Loss,42.0,18.0,6.6,2022,,
41089.124,07:03:00,Metal Loss,14.0,16.3,4.1,2022,,
41094.547,05:45:00,Metal Loss,26.0,15.8,8.6,2022,,
41095.344,04:46:00,Metal Loss,15.0,5.6,3.5,2022,,
41096.093,05:44:00,Metal Loss,15.0,1.9,1.7,2022,,
41101.335,07:07:00,Metal Loss,19.0,12.5,3.3,2022,,
41101.45,04:33:00,Metal Loss,13.0,2.2,1.5,2022,,
41101.893,04:16:00,Metal Loss,12.0,2.5,1.9,2022,,
41102.552,04:17:00,Metal Loss,15.0,3.0,1.9,2022,,
41102.772,07:18:00,Metal Loss,16.0,1.7,1.9,2022,,
41103.238,07:18:00,Metal Loss,15.0,1.4,0.7,2022,,
41103.78,07:10:00,Metal Loss,14.0,2.9,1.1,2022,,
41104.485,07:09:00,Metal Loss,20.0,20.0,3.4,2022,,
41154.482,09:30:00,Metal Loss,15.0,23.1,4.9,2022,,
41159.974,09:14:00,Metal Loss,11.0,3.3,1.0,2022,,
41161.568,09:46:00,Metal Loss,11.0,22.0,4.2,2022,,12.0
41168.72,09:13:00,Metal Loss,14.0,2.4,1.8,2022,,16.0
41170.092,09:13:00,Metal Loss,14.0,4.1,2.0,2022,,11.0
41171.115,09:18:00,Metal Loss,11.0,6.6,3.2,2022,,30.0
41171.903,09:24:00,Metal Loss,13.0,14.4,3.6,2022,,
41174.898,09:23:00,Metal Loss,14.0,2.9,3.7,2022,,11.0
41181.125,09:24:00,Metal Loss,11.0,3.6,1.7,2022,,
41270.289,09:58:00,Metal Loss,14.0,4.4,3.0,2022,,
41270.919,10:01:00,Metal Loss,12.0,11.6,3.7,2022,,
41281.722,09:40:00,Metal Loss,13.0,8.5,1.9,2022,,
41285.837,09:40:00,Metal Loss,17.0,22.5,2.0,2022,,
41290.64,10:15:00,Metal Loss,14.0,2.8,1.0,2022,,
41291.093,10:06:00,Metal Loss,18.0,3.0,1.6,2022,,
41299.275,10:00:00,Metal Loss,15.0,7.5,2.0,2022,,
41300.764,09:38:00,Metal Loss,17.0,5.6,2.0,2022,,
41318.894,01:42:00,Metal Loss,13.0,4.5,1.5,2022,,
41321.854,01:46:00,Metal Loss,19.0,3.6,1.8,2022,,
41322.329,01:51:00,Metal Loss,15.0,5.5,2.4,2022,,
41324.203,01:49:00,Metal Loss,20.0,2.0,2.1,2022,,
41325.64,01:41:00,Metal Loss,13.0,6.1,1.6,2022,,
41328.963,02:01:00,Metal Loss,15.0,3.0,1.9,2022,,
41330.394,01:32:00,Metal Loss,12.0,6.1,2.0,2022,,
41332.336,01:53:00,Metal Loss,12.0,4.0,2.4,2022,,
41334.505,01:53:00,Metal Loss,10.0,6.3,1.6,2022,,
41338.104,01:57:00,Metal Loss,14.0,7.0,3.5,2022,,
41339.833,02:05:00,Metal Loss,14.0,4.8,1.5,2022,,
41340.735,02:04:00,Metal Loss,14.0,4.5,1.9,2022,,
41343.602,01:58:00,Metal Loss,11.0,9.7,3.3,2022,,
41345.118,01:40:00,Metal Loss,10.0,8.0,1.7,2022,,
41591.109,04:42:00,Metal Loss,20.0,4.9,3.1,2022,,
41591.867,04:42:00,Metal Loss,15.0,5.0,2.0,2022,,10.0
41592.753,04:32:00,Metal Loss,14.0,1.2,1.2,2022,,13.0
41619.885,01:12:00,Metal Loss,12.0,3.9,2.2,2022,21.0,11.0
41624.695,07:25:00,Metal Loss,21.0,1.5,1.1,2022,53.0,
41625.253,03:56:00,Metal Loss,14.0,6.8,4.3,2022,19.0,
41625.571,02:52:00,Metal Loss,16.0,2.0,1.9,2022,11.0,
41625.692,08:27:00,Metal Loss,21.0,4.1,4.8,2022,13.0,
41625.722,11:47:00,Metal Loss,20.0,1.8,1.8,2022,19.0,
41625.764,01:17:00,Metal Loss,12.0,1.9,0.9,2022,11.0,
41627.408,05:38:00,Metal Loss,25.0,5.4,9.9,2022,,
41627.438,10:38:00,Metal Loss,27.0,2.9,2.0,2022,,16.0
41627.461,01:26:00,Metal Loss,15.0,2.8,1.9,2022,,
41633.264,07:06:00,Metal Loss,14.0,1.4,0.7,2022,,
41633.412,05:21:00,Metal Loss,17.0,3.2,2.8,2022,,
41634.111,04:48:00,Metal Loss,16.0,4.7,2.9,2022,,
41634.774,07:04:00,Metal Loss,17.0,2.4,1.5,2022,,
41635.315,07:13:00,Metal Loss,21.0,14.3,4.3,2022,,25.0
41636.693,04:44:00,Metal Loss,16.0,2.0,1.5,2022,,
41637.671,05:14:00,Metal Loss,12.0,1.9,1.3,2022,,
41638.586,06:13:00,Metal Loss,13.0,1.8,2.5,2022,15.0,
41644.272,01:37:00,Metal Loss,15.0,15.9,8.0,2022,10.0,
41645.397,04:24:00,Metal Loss,14.0,1.8,1.2,2022,10.0,
41645.466,07:32:00,Metal Loss,15.0,2.0,1.0,2022,10.0,
41645.873,07:22:00,Metal Loss,11.0,4.0,1.3,2022,11.0,
41646.434,04:10:00,Metal Loss,17.0,3.4,1.8,2022,,
41646.44,07:41:00,Metal Loss,14.0,2.7,1.7,2022,11.0,
41646.709,02:05:00,Metal Loss,13.0,2.1,1.2,2022,69.0,
41647.425,09:35:00,Metal Loss,19.0,2.7,1.6,2022,10.0,14.0
41647.51,03:51:00,Metal Loss,16.0,2.0,1.2,2022,,
41647.677,10:14:00,Metal Loss,26.0,10.5,2.6,2022,11.0,16.0
41647.743,11:33:00,Metal Loss,32.0,9.0,7.5,2022,25.0,
41647.89,03:51:00,Metal Loss,16.0,1.5,1.1,2022,,
41648.202,01:29:00,Metal Loss,15.0,16.1,12.5,2022,11.0,
41648.238,09:35:00,Metal Loss,17.0,1.1,0.7,2022,16.0,24.0
41648.376,04:10:00,Metal Loss,13.0,1.2,1.3,2022,,
41648.852,12:07:00,Metal Loss,15.0,2.8,3.6,2022,17.0,
41648.973,09:35:00,Metal Loss,15.0,1.3,0.6,2022,12.0,15.0
41649.393,04:14:00,Metal Loss,11.0,6.1,3.9,2022,,
41650.397,03:52:00,Metal Loss,13.0,3.9,3.5,2022,,
41651.004,03:58:00,Metal Loss,16.0,3.8,1.7,2022,,
41651.532,04:08:00,Metal Loss,13.0,8.2,3.0,2022,40.0,
41653.412,04:08:00,Metal Loss,12.0,7.8,3.3,2022,11.0,
41653.858,07:49:00,Metal Loss,12.0,3.1,4.6,2022,12.0,
41655.673,09:47:00,Metal Loss,10.0,2.9,0.9,2022,11.0,11.0
41655.719,01:53:00,Metal Loss,30.0,57.3,9.8,2022,11.0,
41656.654,11:26:00,Metal Loss,12.0,3.1,3.9,2022,15.0,
41659.741,06:58:00,Metal Loss,32.0,41.2,15.5,2022,14.0,
41659.915,09:52:00,Metal Loss,17.0,16.7,8.9,2022,17.0,
41661.578,09:40:00,Metal Loss,17.0,5.7,3.2,2022,14.0,
41661.703,08:41:00,Metal Loss,33.0,6.3,2.6,2022,10.0,
41662.89,09:31:00,Metal Loss,18.0,2.1,1.3,2022,14.0,
41663.373,07:44:00,Metal Loss,15.0,27.2,9.0,2022,17.0,
41663.448,09:25:00,Metal Loss,22.0,1.9,1.1,2022,14.0,
41663.835,09:25:00,Metal Loss,21.0,3.6,1.3,2022,10.0,
41664.669,09:42:00,Metal Loss,30.0,19.3,8.1,2022,10.0,
41665.036,02:04:00,Metal Loss,15.0,5.0,2.3,2022,13.0,
41665.673,02:05:00,Metal Loss,17.0,7.6,1.9,2022,12.0,
41665.801,11:57:00,Metal Loss,17.0,6.3,3.7,2022,11.0,
41665.896,08:03:00,Metal Loss,14.0,2.8,1.5,2022,17.0,
41666.145,07:27:00,Metal Loss,11.0,3.5,2.4,2022,10.0,
41666.486,09:33:00,Metal Loss,17.0,1.7,1.8,2022,13.0,
41666.512,01:49:00,Metal Loss,13.0,6.7,3.1,2022,12.0,16.0
41666.896,07:45:00,Metal Loss,26.0,4.8,2.2,2022,22.0,
41667.539,08:05:00,Metal Loss,30.0,20.8,7.9,2022,36.0,
41670.01,11:33:00,Metal Loss,15.0,1.9,3.4,2022,23.0,
41670.059,07:56:00,Metal Loss,11.0,3.3,1.9,2022,39.0,
41705.988,07:00:00,Metal Loss,20.0,4.8,4.1,2022,11.0,
41706.138,07:53:00,Metal Loss,32.0,2.2,1.9,2022,10.0,
41706.237,08:45:00,Metal Loss,20.0,1.2,1.3,2022,13.0,
41707.011,06:26:00,Metal Loss,36.0,0.7,1.4,2022,12.0,
41707.641,09:55:00,Metal Loss,13.0,5.9,7.4,2022,20.0,
41707.677,07:38:00,Metal Loss,19.0,3.9,4.5,2022,12.0,
41707.907,11:42:00,Metal Loss,18.0,1.0,1.6,2022,15.0,10.0
41727.936,01:32:00,Metal Loss,15.0,1.1,1.8,2022,12.0,
41728.474,10:37:00,Metal Loss,17.0,26.9,6.3,2022,15.0,
41728.56,01:27:00,Metal Loss,12.0,2.2,1.3,2022,26.0,
41730.115,12:52:00,Metal Loss,13.0,3.4,3.1,2022,37.0,
41730.981,11:06:00,Metal Loss,12.0,2.6,1.3,2022,10.0,
41731.309,12:57:00,Metal Loss,12.0,3.5,2.4,2022,15.0,
41731.483,11:57:00,Metal Loss,12.0,2.9,2.6,2022,17.0,
41731.811,11:05:00,Metal Loss,11.0,1.6,0.7,2022,10.0,
41737.707,07:43:00,Metal Loss,14.0,1.1,0.9,2022,12.0,
41738.018,07:47:00,Metal Loss,27.0,6.5,4.2,2022,18.0,
41738.091,04:46:00,Metal Loss,30.0,6.3,4.3,2022,10.0,
41739.111,04:40:00,Metal Loss,11.0,6.0,4.7,2022,14.0,
41741.893,10:44:00,Metal Loss,38.0,2.7,2.4,2022,26.0,
41742.274,08:24:00,Metal Loss,19.0,7.9,4.6,2022,14.0,
41742.949,10:32:00,Metal Loss,15.0,8.1,4.6,2022,18.0,
41743.215,07:40:00,Metal Loss,22.0,5.2,4.4,2022,16.0,
41743.871,10:41:00,Metal Loss,18.0,0.9,1.3,2022,17.0,
41744.636,01:40:00,Metal Loss,14.0,4.5,2.1,2022,25.0,
41745.351,01:46:00,Metal Loss,18.0,1.6,1.7,2022,19.0,
41745.791,01:41:00,Metal Loss,15.0,1.3,1.2,2022,23.0,
41746.07,09:46:00,Metal Loss,10.0,9.5,3.8,2022,12.0,11.0
41746.362,01:54:00,Metal Loss,19.0,1.4,1.9,2022,15.0,
41746.66,01:51:00,Metal Loss,15.0,1.7,1.3,2022,10.0,
41747.139,01:44:00,Metal Loss,19.0,1.3,1.5,2022,,
41747.536,01:47:00,Metal Loss,14.0,1.1,1.8,2022,,
41747.818,01:37:00,Metal Loss,16.0,1.9,1.6,2022,,
41748.061,10:29:00,Metal Loss,13.0,2.1,2.0,2022,10.0,13.0
41749.114,10:58:00,Metal Loss,13.0,1.8,1.0,2022,25.0,
41749.134,01:17:00,Metal Loss,14.0,4.0,2.3,2022,,
41749.708,10:28:00,Metal Loss,16.0,1.7,1.1,2022,,
41749.862,01:42:00,Metal Loss,22.0,7.5,2.6,2022,,
41750.131,08:30:00,Metal Loss,11.0,5.0,2.6,2022,,
41750.154,04:53:00,Metal Loss,15.0,11.4,5.4,2022,,
41750.236,07:41:00,Metal Loss,30.0,3.8,4.4,2022,,
41750.614,10:13:00,Metal Loss,21.0,8.5,5.3,2022,,
41750.778,08:47:00,Metal Loss,23.0,1.5,1.0,2022,,
41751.158,08:47:00,Metal Loss,21.0,3.1,1.5,2022,,
41751.955,09:38:00,Metal Loss,17.0,2.4,1.8,2022,,
41752.618,08:52:00,Metal Loss,12.0,1.4,0.3,2022,,
41752.648,10:27:00,Metal Loss,17.0,0.7,0.3,2022,,
41752.936,08:59:00,Metal Loss,14.0,4.1,1.7,2022,,
41753.53,10:25:00,Metal Loss,23.0,4.3,3.6,2022,,
41753.789,04:23:00,Metal Loss,17.0,30.1,6.3,2022,,
41754.268,08:47:00,Metal Loss,13.0,0.9,0.3,2022,,
41754.432,09:57:00,Metal Loss,16.0,3.0,1.3,2022,,
41754.646,08:39:00,Metal Loss,19.0,1.6,0.6,2022,,
41754.954,07:42:00,Metal Loss,16.0,9.9,5.0,2022,,
41754.974,08:39:00,Metal Loss,23.0,5.4,1.3,2022,,
41755.361,09:56:00,Metal Loss,14.0,2.9,1.5,2022,,
41755.906,10:15:00,Metal Loss,15.0,1.0,0.7,2022,,
41755.994,06:37:00,Metal Loss,15.0,8.8,10.4,2022,,
41756.575,10:19:00,Metal Loss,17.0,1.8,1.4,2022,,
41756.903,10:18:00,Metal Loss,15.0,2.0,1.8,2022,,
41757.257,01:48:00,Metal Loss,51.0,2.2,2.0,2022,,
41757.264,10:18:00,Metal Loss,16.0,2.2,1.8,2022,,
41757.864,09:48:00,Metal Loss,12.0,3.3,1.3,2022,,
41758.396,02:03:00,Metal Loss,50.0,1.4,2.9,2022,,
41758.583,10:11:00,Metal Loss,17.0,10.1,2.9,2022,,
41759.012,01:50:00,Metal Loss,14.0,5.6,3.2,2022,,
41759.177,08:06:00,Metal Loss,41.0,5.7,4.0,2022,,
41759.449,04:10:00,Metal Loss,18.0,4.2,1.7,2022,,
41759.695,09:54:00,Metal Loss,17.0,5.9,4.2,2022,,
41761.289,08:48:00,Metal Loss,21.0,3.4,1.2,2022,,
41765.253,03:29:00,Metal Loss,20.0,6.6,1.5,2022,,
41765.44,12:37:00,Metal Loss,17.0,0.8,1.3,2022,,
41765.443,11:00:00,Metal Loss,39.0,3.1,4.2,2022,,
41765.915,08:58:00,Metal Loss,23.0,8.4,2.6,2022,,
41765.955,11:00:00,Metal Loss,34.0,1.1,1.4,2022,,
41765.994,10:19:00,Metal Loss,51.0,23.3,3.1,2022,,
41766.309,03:31:00,Metal Loss,11.0,3.1,1.7,2022,10.0,
41766.644,02:02:00,Metal Loss,19.0,5.6,2.8,2022,,
41767.123,03:19:00,Metal Loss,24.0,6.9,2.2,2022,11.0,
41767.602,08:46:00,Metal Loss,14.0,8.4,1.8,2022,13.0,
41767.707,02:18:00,Metal Loss,47.0,65.0,12.0,2022,,
41767.94,03:21:00,Metal Loss,25.0,6.5,1.4,2022,14.0,
41768.753,10:44:00,Metal Loss,20.0,24.4,4.1,2022,,
41768.999,03:19:00,Metal Loss,24.0,2.3,1.7,2022,16.0,
41769.452,04:25:00,Metal Loss,47.0,42.9,11.6,2022,24.0,
41770.394,08:54:00,Metal Loss,19.0,3.0,1.4,2022,11.0,
41770.873,08:56:00,Metal Loss,26.0,9.7,2.8,2022,13.0,
41771.227,10:30:00,Metal Loss,23.0,10.9,2.5,2022,,
41771.732,07:03:00,Metal Loss,15.0,9.7,3.8,2022,36.0,
41772.362,10:00:00,Metal Loss,42.0,6.0,3.4,2022,,
41772.69,01:41:00,Metal Loss,11.0,4.1,2.4,2022,,
41772.933,06:33:00,Metal Loss,15.0,6.5,3.9,2022,12.0,
41773.166,10:00:00,Metal Loss,21.0,3.6,3.6,2022,,
41773.284,08:37:00,Metal Loss,46.0,1.3,2.6,2022,12.0,
41773.481,02:25:00,Metal Loss,17.0,12.6,6.0,2022,42.0,
41773.661,08:40:00,Metal Loss,32.0,8.7,3.8,2022,10.0,
41773.983,10:19:00,Metal Loss,42.0,23.2,4.4,2022,,
41775.361,02:27:00,Metal Loss,14.0,1.2,1.0,2022,,
41776.227,10:34:00,Metal Loss,22.0,6.1,2.4,2022,,
41776.411,02:21:00,Metal Loss,16.0,1.3,0.9,2022,,
41777.208,01:44:00,Metal Loss,13.0,6.9,3.3,2022,,
41785.745,02:30:00,Metal Loss,15.0,2.4,2.1,2022,,
41785.843,04:29:00,Metal Loss,21.0,9.6,5.1,2022,,11.0
41786.093,03:33:00,Metal Loss,21.0,7.8,3.7,2022,,
41786.913,02:35:00,Metal Loss,20.0,2.8,2.0,2022,,
41787.579,04:14:00,Metal Loss,24.0,3.1,3.0,2022,,11.0
41787.805,03:46:00,Metal Loss,20.0,10.6,5.7,2022,,
41787.94,02:36:00,Metal Loss,18.0,5.6,5.3,2022,,
41796.716,10:41:00,Metal Loss,53.0,22.8,10.7,2022,,
41797.001,02:05:00,Metal Loss,45.0,18.1,12.0,2022,,
41797.963,09:24:00,Metal Loss,64.0,36.9,20.5,2022,,
41798.068,02:56:00,Metal Loss,52.0,3.0,1.2,2022,,
41798.927,02:50:00,Metal Loss,34.0,1.3,1.8,2022,,
41799.521,02:45:00,Metal Loss,29.0,14.3,5.4,2022,,
41800.879,02:41:00,Metal Loss,28.0,26.2,6.6,2022,,
41801.453,09:53:00,Metal Loss,27.0,1.5,1.0,2022,,
41801.867,10:02:00,Metal Loss,22.0,2.2,1.3,2022,,
41801.936,07:39:00,Metal Loss,12.0,5.3,2.1,2022,19.0,
41802.149,08:52:00,Metal Loss,16.0,12.4,4.4,2022,,
41802.224,09:45:00,Metal Loss,19.0,7.6,2.3,2022,,
41802.91,02:48:00,Metal Loss,17.0,1.0,1.2,2022,,
41803.255,02:46:00,Metal Loss,16.0,5.5,2.7,2022,,
41803.501,09:56:00,Metal Loss,16.0,7.7,3.0,2022,,
41803.888,02:48:00,Metal Loss,16.0,1.4,1.7,2022,,
41804.472,02:51:00,Metal Loss,16.0,1.9,2.4,2022,,
41804.475,09:43:00,Metal Loss,17.0,1.7,1.0,2022,,
41804.895,09:45:00,Metal Loss,18.0,4.1,2.0,2022,11.0,
41805.026,02:51:00,Metal Loss,14.0,1.3,1.0,2022,,
41805.417,02:41:00,Metal Loss,14.0,11.5,5.1,2022,,
41805.433,10:36:00,Metal Loss,31.0,22.8,10.4,2022,,
41806.709,08:40:00,Metal Loss,18.0,1.9,1.3,2022,11.0,
41807.021,02:51:00,Metal Loss,15.0,2.6,1.9,2022,,
41807.457,02:49:00,Metal Loss,17.0,1.6,1.7,2022,,
41807.559,09:59:00,Metal Loss,24.0,1.8,1.7,2022,,
41808.005,02:55:00,Metal Loss,17.0,4.3,2.0,2022,,
41808.189,09:43:00,Metal Loss,27.0,65.0,18.9,2022,10.0,
41808.675,02:59:00,Metal Loss,19.0,1.0,1.0,2022,,
41808.986,03:00:00,Metal Loss,13.0,5.1,3.0,2022,,
41809.705,11:28:00,Metal Loss,12.0,1.4,0.7,2022,,
41809.941,02:53:00,Metal Loss,15.0,4.2,2.4,2022,,
41810.486,07:50:00,Metal Loss,18.0,25.2,5.9,2022,,
41810.791,02:49:00,Metal Loss,13.0,5.6,2.0,2022,,
41811.46,02:54:00,Metal Loss,14.0,3.1,1.8,2022,,
41811.903,02:48:00,Metal Loss,17.0,1.4,1.0,2022,,
41812.205,02:48:00,Metal Loss,15.0,7.2,3.3,2022,,
41813.009,09:06:00,Metal Loss,39.0,97.1,18.5,2022,18.0,
41813.14,02:52:00,Metal Loss,16.0,1.4,1.3,2022,,
41813.189,01:53:00,Metal Loss,18.0,4.6,2.6,2022,,
41813.635,02:56:00,Metal Loss,22.0,25.5,7.4,2022,,
41814.646,10:04:00,Metal Loss,23.0,8.5,3.5,2022,11.0,
41814.8,07:25:00,Metal Loss,22.0,2.2,1.6,2022,,
41815.607,10:12:00,Metal Loss,19.0,3.4,3.1,2022,,
41816.125,02:20:00,Metal Loss,22.0,15.2,5.6,2022,,
41817.598,02:48:00,Metal Loss,17.0,2.3,2.2,2022,,
41817.963,02:58:00,Metal Loss,26.0,4.0,7.2,2022,,
41818.392,04:25:00,Metal Loss,50.0,24.4,4.4,2022,,
41818.615,02:54:00,Metal Loss,28.0,2.0,1.7,2022,,
41818.652,10:09:00,Metal Loss,21.0,1.9,1.2,2022,,
41819.091,02:57:00,Metal Loss,24.0,0.9,1.0,2022,,
41819.455,03:06:00,Metal Loss,21.0,2.6,2.0,2022,,
41819.957,03:06:00,Metal Loss,29.0,1.1,1.7,2022,,
41819.984,09:12:00,Metal Loss,13.0,4.1,1.0,2022,,
41820.646,04:13:00,Metal Loss,50.0,35.8,6.7,2022,,
41820.653,02:56:00,Metal Loss,23.0,4.1,1.4,2022,,
41820.85,01:47:00,Metal Loss,16.0,3.5,1.9,2022,,
41821.227,02:51:00,Metal Loss,29.0,11.2,4.2,2022,,
41821.348,09:14:00,Metal Loss,23.0,1.7,1.3,2022,,
41821.791,09:27:00,Metal Loss,30.0,3.2,4.8,2022,,
41822.569,08:27:00,Metal Loss,16.0,5.9,2.2,2022,,
41823.389,03:38:00,Metal Loss,26.0,1.1,1.3,2022,,
41831.844,07:30:00,Metal Loss,15.0,3.7,2.8,2022,,
41833.625,07:33:00,Metal Loss,17.0,3.0,3.3,2022,,
41834.062,04:28:00,Metal Loss,16.0,1.9,1.9,2022,,
41834.114,07:37:00,Metal Loss,23.0,2.6,1.8,2022,,
41835.036,04:27:00,Metal Loss,15.0,1.9,1.9,2022,,
41835.141,07:48:00,Metal Loss,19.0,2.0,2.0,2022,,
41835.673,04:28:00,Metal Loss,15.0,1.3,1.8,2022,,
41836.499,04:29:00,Metal Loss,15.0,1.5,1.0,2022,,
41837.913,04:10:00,Metal Loss,11.0,7.1,1.8,2022,,
41838.245,07:50:00,Metal Loss,22.0,23.5,6.8,2022,,
41838.858,12:01:00,Metal Loss,28.0,1.7,2.3,2022,16.0,
41838.881,03:20:00,Metal Loss,32.0,4.4,7.3,2022,,
41839.042,01:27:00,Metal Loss,22.0,1.6,2.0,2022,,
41839.951,04:37:00,Metal Loss,19.0,6.7,4.3,2022,10.0,
41842.523,03:09:00,Metal Loss,30.0,2.8,2.7,2022,14.0,
41843.451,10:56:00,Metal Loss,19.0,4.6,4.6,2022,14.0,
41844.081,10:58:00,Metal Loss,27.0,7.6,3.5,2022,,
41851.24,07:07:00,Metal Loss,14.0,3.4,5.1,2022,14.0,
41864.61,06:31:00,Metal Loss,35.0,23.9,12.3,2022,,
41866.129,05:16:00,Metal Loss,36.0,10.0,3.5,2022,,
41866.66,08:51:00,Metal Loss,21.0,3.9,2.8,2022,,
41866.781,07:04:00,Metal Loss,14.0,6.4,5.2,2022,,
41867.116,07:50:00,Metal Loss,15.0,2.8,1.1,2022,,
41867.766,07:47:00,Metal Loss,18.0,3.1,2.6,2022,,
41867.838,05:34:00,Metal Loss,56.0,1.9,3.6,2022,,
41868.36,08:43:00,Metal Loss,12.0,4.9,1.5,2022,,
41868.376,11:41:00,Metal Loss,19.0,1.8,1.8,2022,,
41868.629,02:46:00,Metal Loss,30.0,2.8,1.6,2022,,
41868.77,08:13:00,Metal Loss,22.0,0.7,0.7,2022,,
41869.291,05:46:00,Metal Loss,23.0,3.8,5.6,2022,,
41870.344,06:33:00,Metal Loss,19.0,1.9,1.9,2022,,
41897.192,05:34:00,Metal Loss,30.0,2.0,1.3,2022,,
41901.798,08:03:00,Metal Loss,21.0,8.0,3.9,2022,,
41902.195,09:05:00,Metal Loss,21.0,6.1,1.9,2022,,
41908.835,10:05:00,Metal Loss,23.0,3.9,2.9,2022,,
41909.606,09:59:00,Metal Loss,26.0,8.7,5.0,2022,,
41910.988,09:56:00,Metal Loss,18.0,3.4,3.3,2022,,
41912.037,09:53:00,Metal Loss,12.0,1.9,1.3,2022,,
41912.484,07:11:00,Metal Loss,16.0,0.6,0.3,2022,,
41913.737,06:47:00,Metal Loss,13.0,3.1,3.2,2022,,
41914.226,06:34:00,Metal Loss,13.0,10.4,3.2,2022,,
41914.298,10:11:00,Metal Loss,13.0,1.7,1.0,2022,,
41915.308,06:36:00,Metal Loss,17.0,4.4,2.0,2022,,
41916.552,06:54:00,Metal Loss,16.0,1.4,1.6,2022,,
41923.278,10:05:00,Metal Loss,17.0,1.1,1.5,2022,,
41923.632,10:14:00,Metal Loss,12.0,1.5,1.3,2022,,
41924.111,05:07:00,Metal Loss,15.0,6.9,2.2,2022,11.0,
41924.16,08:27:00,Metal Loss,20.0,2.3,1.9,2022,,
41924.281,09:20:00,Metal Loss,17.0,3.5,1.7,2022,,
41925.883,08:47:00,Metal Loss,15.0,1.1,1.0,2022,23.0,
41925.906,08:18:00,Metal Loss,12.0,1.6,1.3,2022,10.0,
41925.955,10:32:00,Metal Loss,15.0,12.1,6.6,2022,,
41929.472,10:07:00,Metal Loss,17.0,4.4,3.0,2022,26.0,
41930.184,10:20:00,Metal Loss,15.0,11.2,2.7,2022,27.0,
41934.859,10:33:00,Metal Loss,16.0,4.5,4.4,2022,,
41935.696,10:28:00,Metal Loss,17.0,5.0,3.6,2022,,
41936.795,10:44:00,Metal Loss,23.0,6.9,4.5,2022,,
41940.876,10:18:00,Metal Loss,13.0,1.1,1.0,2022,,
41941.791,09:25:00,Metal Loss,12.0,3.3,1.1,2022,,
41947.224,04:23:00,Metal Loss,14.0,6.8,5.6,2022,,
41947.47,05:36:00,Metal Loss,12.0,4.3,3.0,2022,,
41947.487,03:16:00,Metal Loss,11.0,2.2,1.3,2022,,
41947.53,02:36:00,Metal Loss,15.0,1.0,2.0,2022,,
41948.205,02:50:00,Metal Loss,20.0,21.4,5.4,2022,,
41948.238,03:28:00,Metal Loss,14.0,2.6,1.7,2022,,
41948.747,04:44:00,Metal Loss,20.0,10.0,8.6,2022,,
41966.414,02:10:00,Metal Loss,11.0,6.9,1.7,2022,,
42027.428,08:36:00,Metal Loss,14.0,3.9,1.9,2022,,
42027.546,09:55:00,Metal Loss,18.0,2.2,3.1,2022,,
42028.766,09:45:00,Metal Loss,17.0,8.5,8.0,2022,,
42063.77,09:56:00,Metal Loss,15.0,1.3,1.2,2022,,
42065.276,10:03:00,Metal Loss,15.0,1.3,1.3,2022,,
42065.797,10:01:00,Metal Loss,12.0,2.7,3.7,2022,,
42082.615,05:27:00,Metal Loss,31.0,4.4,3.6,2022,,
42082.838,04:06:00,Metal Loss,27.0,3.0,1.7,2022,,
42083.219,05:34:00,Metal Loss,12.0,1.7,0.7,2022,,
42107.631,01:38:00,Metal Loss,20.0,4.3,3.9,2022,,
42140.62,04:17:00,Metal Loss,20.0,1.5,1.4,2022,,
